incident_id,latitude,longitude,timestamp,zone_hint,cluster_id
INC0285,17.448060730945354,78.39534469506566,2026-05-31 18:03:00,Isolated stretch near HITEC City outskirts,1
INC0286,17.494658617536174,78.36456273928798,2026-05-31 19:16:00,Poorly lit stretch near Miyapur,2
INC0287,17.432849313552275,78.46261771958288,2026-05-31 21:23:00,Under-lit road near Begumpet,3
INC0288,17.4426385170318,78.38981741870893,2026-06-01 01:43:00,Isolated stretch near HITEC City outskirts,1
INC0289,17.45719120455149,78.52060508959973,2026-06-01 21:59:00,background/unclustered,-1
INC0290,17.452159242329312,78.38724067538854,2026-06-01 22:19:00,Isolated stretch near HITEC City outskirts,1
INC0291,17.441092448123975,78.39337086830999,2026-06-02 12:49:00,Isolated stretch near HITEC City outskirts,1
INC0292,17.44205777171025,78.39950139235641,2026-06-02 20:50:00,Isolated stretch near HITEC City outskirts,-1
INC0293,17.459490198328993,78.37706515429372,2026-06-02 20:56:00,background/unclustered,-1
INC0294,17.433939235751208,78.47296749706977,2026-06-03 15:44:00,Under-lit road near Begumpet,3
INC0295,17.45019277299784,78.39413676239371,2026-06-03 18:23:00,Isolated stretch near HITEC City outskirts,1
INC0296,17.449484481108257,78.39254422108871,2026-06-04 00:07:00,Isolated stretch near HITEC City outskirts,1
INC0297,17.491224414937033,78.36112994259656,2026-06-04 23:35:00,Poorly lit stretch near Miyapur,2
INC0298,17.41055530458045,78.55630713588674,2026-06-05 04:25:00,Secluded area near Uppal,0
INC0299,17.454337939353245,78.45692541737453,2026-06-05 20:28:00,background/unclustered,-1
INC0300,17.412766869292753,78.55902830570575,2026-06-06 01:07:00,Secluded area near Uppal,0
INC0301,17.405320500258828,78.55518494513687,2026-06-06 22:04:00,Secluded area near Uppal,0
INC0302,17.432349173931744,78.46894990583522,2026-06-06 22:27:00,Under-lit road near Begumpet,3
INC0303,17.408931127464427,78.56818277143122,2026-06-06 23:35:00,Secluded area near Uppal,0
INC0304,17.449870319001608,78.38778326133227,2026-06-07 00:23:00,Isolated stretch near HITEC City outskirts,1
INC0305,17.5353093760581,78.3217248816439,2026-06-07 18:40:00,background/unclustered,-1
INC0306,17.498481936724563,78.37275301889322,2026-06-07 21:05:00,Poorly lit stretch near Miyapur,2
INC0307,17.363826631182107,78.49848970511134,2026-06-07 23:42:00,background/unclustered,-1
INC0308,17.501326533528733,78.3532500380326,2026-06-08 20:13:00,Poorly lit stretch near Miyapur,-1
INC0309,17.451790820391963,78.40064890393182,2026-06-09 02:12:00,Isolated stretch near HITEC City outskirts,1
INC0310,17.4205890953879,78.36310487397566,2026-06-09 07:39:00,background/unclustered,-1
INC0311,17.446001163169544,78.38981400711863,2026-06-09 16:31:00,Isolated stretch near HITEC City outskirts,1
INC0312,17.32392863888004,78.3070915758139,2026-06-09 20:27:00,background/unclustered,-1
INC0313,17.42976494772707,78.32028376907766,2026-06-09 22:26:00,background/unclustered,-1
INC0314,17.408772405031876,78.55786181424274,2026-06-10 00:06:00,Secluded area near Uppal,0
INC0315,17.447728036261168,78.38376171921799,2026-06-10 14:40:00,Isolated stretch near HITEC City outskirts,1
INC0316,17.4966016843012,78.36965436448577,2026-06-10 20:12:00,Poorly lit stretch near Miyapur,2
INC0317,17.408519216711664,78.56486627448263,2026-06-12 16:54:00,Secluded area near Uppal,0
INC0318,17.50590679285144,78.36597848315749,2026-06-12 18:58:00,Poorly lit stretch near Miyapur,-1
INC0319,17.368540166639953,78.32382581069669,2026-06-13 00:32:00,background/unclustered,-1
INC0320,17.364533358175283,78.49702099936238,2026-06-13 06:39:00,background/unclustered,-1
INC0321,17.443598399501735,78.46872919808351,2026-06-13 21:20:00,Under-lit road near Begumpet,3
INC0322,17.45198266686285,78.39059311017779,2026-06-13 22:48:00,Isolated stretch near HITEC City outskirts,1
INC0323,17.408527667568876,78.56188540450661,2026-06-14 22:34:00,Secluded area near Uppal,0
INC0324,17.308300777197843,78.3235735491465,2026-06-15 11:01:00,background/unclustered,-1
INC0325,17.445306015549747,78.46368243948571,2026-06-16 16:43:00,Under-lit road near Begumpet,3
INC0326,17.49438682846585,78.36628711741666,2026-06-18 01:47:00,Poorly lit stretch near Miyapur,2
INC0327,17.496968201063474,78.36765852318248,2026-06-19 03:54:00,Poorly lit stretch near Miyapur,2
INC0328,17.437849803949224,78.39530147872958,2026-06-19 05:58:00,Isolated stretch near HITEC City outskirts,-1
INC0329,17.30434494754637,78.39693919712109,2026-06-20 23:38:00,background/unclustered,-1
INC0330,17.381083438278843,78.39990057391745,2026-06-21 20:22:00,background/unclustered,-1
INC0331,17.45943575218596,78.39137525280732,2026-06-21 21:16:00,Isolated stretch near HITEC City outskirts,-1
INC0332,17.445368195459825,78.39228138589019,2026-06-22 00:35:00,Isolated stretch near HITEC City outskirts,1
INC0333,17.44343063849281,78.46686024588014,2026-06-22 01:02:00,Under-lit road near Begumpet,3
INC0334,17.438747905167137,78.46110350610985,2026-06-22 01:50:00,Under-lit road near Begumpet,3
INC0335,17.40413134732826,78.56361555497219,2026-06-22 16:48:00,Secluded area near Uppal,0
INC0336,17.491247117839638,78.3743562317972,2026-06-23 18:59:00,Poorly lit stretch near Miyapur,-1
INC0337,17.34176047697524,78.3502857648865,2026-06-24 00:36:00,background/unclustered,-1
INC0338,17.45141677053806,78.38709560897459,2026-06-24 19:07:00,Isolated stretch near HITEC City outskirts,1
INC0339,17.45183135064204,78.38970278245561,2026-06-25 01:53:00,Isolated stretch near HITEC City outskirts,1
INC0340,17.49483473068591,78.36144186028143,2026-06-26 18:00:00,Poorly lit stretch near Miyapur,2
INC0341,17.497774253973486,78.36613275910996,2026-06-26 20:22:00,Poorly lit stretch near Miyapur,2
INC0342,17.43314746188364,78.47291548949666,2026-06-26 23:26:00,Under-lit road near Begumpet,3
INC0343,17.406713635690025,78.55316119371393,2026-06-26 23:40:00,Secluded area near Uppal,0
INC0344,17.45329576279656,78.39176259663243,2026-06-27 20:56:00,Isolated stretch near HITEC City outskirts,1
INC0345,17.408708288508723,78.55828781845582,2026-06-27 22:43:00,Secluded area near Uppal,0
INC0346,17.41205985476599,78.55960018412466,2026-06-27 23:31:00,Secluded area near Uppal,0
INC0347,17.489264816902807,78.58579459141161,2026-06-28 23:10:00,background/unclustered,-1
INC0348,17.447654857153335,78.39311620342725,2026-06-29 17:40:00,Isolated stretch near HITEC City outskirts,1
INC0349,17.446529645215726,78.46177943448816,2026-06-29 20:33:00,Under-lit road near Begumpet,3
